gig_id,gig_type,platform,location_lat,location_lng,start_time,end_time,earnings,gig_status,demand_score,travel_distance,estimated_time_to_complete,user_id
1612,Freelance,Fiverr,18.895687514718915,72.77319018372684,2025-01-09 20:56:32,2025-01-10 00:56:32,4387.46,Cancelled,0.6,12.3,27,518
1613,Freelance,Fiverr,18.96263288461416,72.9867205245313,2025-01-13 07:11:05,2025-01-13 09:11:05,4832.77,In-progress,0.98,4.7,89,931
1614,Delivery,Swiggy,19.3922351140971,72.9466452802342,2025-01-04 02:06:28,2025-01-04 06:06:28,3483.36,Cancelled,0.89,3.8,148,48
1615,Delivery,Blinkit,18.88333384775573,72.90150189831793,2025-01-15 19:32:02,2025-01-15 21:32:02,2582.37,In-progress,0.52,6.7,150,209
1616,Freelance,Fiverr,18.885124538953168,72.9868570608766,2025-01-19 23:23:30,2025-01-20 04:23:30,3832.95,In-progress,0.66,2.1,97,436
1617,Driver,Ola,19.256902947668717,72.94649608659033,2025-01-21 00:45:51,2025-01-21 01:45:51,2436.38,In-progress,0.86,10.3,135,494
1618,Delivery,Blinkit,19.45351847848302,72.743964194684,2025-01-20 12:28:05,2025-01-20 13:28:05,2355.19,Completed,0.78,9.9,80,792
1619,Driver,Uber,19.22134466724918,72.99796881884785,2025-01-13 21:29:52,2025-01-14 00:29:52,1310.24,In-progress,0.97,2.6,118,464
1620,Freelance,Fiverr,19.27406112537747,72.80431126007099,2025-01-19 14:40:20,2025-01-19 18:40:20,4173.76,Completed,0.59,9.3,43,386
1621,Driver,InDrive,18.784363089500157,72.94681779195719,2025-01-20 00:01:12,2025-01-20 03:01:12,4280.74,Cancelled,0.85,5.2,82,274
1622,Driver,Uber,19.292767319565304,72.82055374296904,2025-01-06 06:01:03,2025-01-06 11:01:03,3651.6,Completed,0.97,10.1,38,959
1623,Driver,Uber,19.37519919805227,72.81520834735495,2025-01-07 15:13:35,2025-01-07 16:13:35,1477.63,Cancelled,0.57,13.9,149,193
1624,Freelance,Fiverr,18.860306848673396,72.9582116621392,2025-01-05 22:24:33,2025-01-05 23:24:33,4591.2,Cancelled,0.76,13.0,37,525
1625,Driver,Ola,18.723267980311046,72.99342654637462,2025-01-20 23:44:04,2025-01-21 02:44:04,4301.55,In-progress,0.88,13.3,131,270
1626,Freelance,Fiverr,18.602620006789255,72.72671208107637,2025-01-19 22:49:44,2025-01-20 03:49:44,391.5,Completed,0.55,6.9,95,473
1627,Freelance,Fiverr,19.055863365200857,72.80652553076354,2025-01-15 07:58:29,2025-01-15 09:58:29,1685.09,In-progress,0.52,7.0,91,587
1628,Driver,Uber,18.855909891888636,72.95632389749845,2025-01-03 06:20:30,2025-01-03 08:20:30,2918.54,Cancelled,0.92,12.0,29,123
1629,Freelance,Fiverr,19.190618659938576,72.78521264836753,2025-01-01 11:36:57,2025-01-01 14:36:57,2819.46,Cancelled,0.77,7.3,86,410
1630,Delivery,MagicPin,18.87049524745709,72.85009684075185,2025-01-21 00:49:57,2025-01-21 01:49:57,1409.57,Cancelled,0.86,14.8,101,395
1631,Delivery,Zepto,18.852707660118824,72.85852333013717,2025-01-07 02:47:35,2025-01-07 03:47:35,4452.64,Cancelled,0.84,11.3,34,62
1632,Driver,InDrive,19.344826807991062,72.7924535121407,2025-01-08 13:30:40,2025-01-08 16:30:40,487.39,Completed,0.69,4.2,95,61
1633,Driver,Ola,18.69200066641073,72.94414307001902,2025-01-13 22:25:19,2025-01-13 23:25:19,3127.66,Completed,0.64,4.3,102,584
1634,Driver,Ola,19.184951055079846,72.92115337480101,2025-01-20 00:00:19,2025-01-20 05:00:19,3476.79,Cancelled,0.78,2.1,178,994
1635,Driver,Uber,19.060966439354733,72.99075138901719,2025-01-10 23:28:14,2025-01-11 04:28:14,1628.03,Completed,0.72,5.5,100,144
1636,Freelance,Fiverr,18.925050265925663,72.79116397601257,2025-01-08 13:31:27,2025-01-08 18:31:27,1919.2,Cancelled,0.74,5.3,46,49
1637,Delivery,MagicPin,18.641975110408524,72.9519771596716,2025-01-05 04:04:52,2025-01-05 07:04:52,1029.1,Cancelled,0.58,11.7,54,268
1638,Driver,Ola,18.754974348745183,72.75335420853673,2025-01-09 06:24:12,2025-01-09 07:24:12,4083.69,In-progress,0.9,10.8,164,836
1639,Freelance,Fiverr,19.074088839629155,72.8013632295518,2025-01-12 03:57:27,2025-01-12 06:57:27,823.17,Cancelled,0.9,5.4,103,558
1640,Freelance,Fiverr,18.782988752518737,72.98725731726093,2025-01-21 07:00:19,2025-01-21 10:00:19,1519.59,In-progress,0.94,14.4,172,177
1641,Delivery,Swiggy,18.7382310137418,72.84264827478047,2025-01-20 11:50:48,2025-01-20 16:50:48,3296.96,Completed,0.95,12.9,159,58
1642,Delivery,MagicPin,19.371128025298297,72.76621314377472,2025-01-12 18:22:15,2025-01-12 20:22:15,1180.92,Cancelled,0.75,2.8,85,451
1643,Driver,Uber,18.566745033189026,72.95071854719752,2025-01-03 03:21:52,2025-01-03 08:21:52,2409.42,Completed,0.92,1.1,73,358
1644,Delivery,Zepto,19.444400076622937,72.84281531027275,2025-01-16 17:43:35,2025-01-16 21:43:35,2557.54,Cancelled,0.56,5.3,19,301
1645,Delivery,Blinkit,19.395864889597824,72.73114075279963,2025-01-05 20:41:40,2025-01-05 22:41:40,369.83,In-progress,0.73,8.5,92,857
1646,Freelance,Fiverr,18.738819041255294,72.72664761481471,2025-01-04 15:11:43,2025-01-04 17:11:43,4377.2,Completed,0.52,7.9,29,601
1647,Driver,Ola,18.847436052239356,72.72691683868877,2025-01-08 15:41:37,2025-01-08 19:41:37,2877.38,Completed,0.85,6.8,177,601
1648,Driver,InDrive,18.990406034086245,72.83188078879678,2025-01-10 22:24:55,2025-01-10 23:24:55,3575.14,Completed,0.77,8.9,142,378
1649,Driver,Uber,18.767639811510474,72.90809439308708,2025-01-01 01:03:36,2025-01-01 06:03:36,938.29,Completed,0.55,4.1,141,857
1650,Delivery,Zepto,18.69128563392195,72.97306112873649,2025-01-18 11:09:55,2025-01-18 13:09:55,4187.57,Cancelled,0.86,12.0,109,786
1651,Delivery,Zomato,18.72619565973088,72.91918852031289,2025-01-19 12:11:47,2025-01-19 14:11:47,4564.04,In-progress,0.82,14.0,167,168
1652,Freelance,Fiverr,19.39106669872973,72.99659196229139,2025-01-04 16:10:54,2025-01-04 21:10:54,679.42,Cancelled,0.88,7.2,109,211
1653,Freelance,Fiverr,19.192389744296154,72.81176706396496,2025-01-01 11:06:03,2025-01-01 12:06:03,3834.45,Cancelled,0.95,8.7,42,950
1654,Delivery,Zomato,18.782370714536075,72.96861953444576,2025-01-09 04:29:24,2025-01-09 07:29:24,2136.2,In-progress,0.76,13.6,96,172
1655,Delivery,Swiggy,18.82487480594784,72.98961999565252,2025-01-05 20:56:49,2025-01-06 00:56:49,2277.6,Cancelled,0.67,13.5,81,891
1656,Freelance,Fiverr,19.097326587639998,72.94992513338374,2025-01-09 20:57:36,2025-01-10 01:57:36,3064.17,Completed,0.96,7.0,81,258
1657,Delivery,Swiggy,19.486830599383687,72.8724439332289,2025-01-21 01:36:06,2025-01-21 05:36:06,386.14,Completed,0.79,5.0,159,859
1658,Driver,Uber,18.825705237216987,72.76424048256096,2025-01-13 13:53:42,2025-01-13 15:53:42,4814.98,In-progress,0.59,4.7,40,954
1659,Driver,Ola,19.484504647475582,72.90802761803288,2025-01-19 02:03:10,2025-01-19 05:03:10,4337.32,In-progress,0.57,6.9,133,293
1660,Delivery,MagicPin,19.20017902228092,72.80323566910715,2025-01-14 03:36:36,2025-01-14 06:36:36,4828.09,In-progress,0.68,4.6,69,320
1661,Freelance,Fiverr,18.536809868587202,72.78267946867747,2025-01-11 06:31:30,2025-01-11 07:31:30,1486.6,In-progress,0.86,10.9,106,453
1662,Driver,Uber,18.609687371334154,72.7079674228674,2025-01-02 21:08:38,2025-01-03 00:08:38,3265.28,Completed,0.74,2.2,87,527
1663,Driver,Uber,18.76892324680455,72.83790521159177,2025-01-10 14:31:40,2025-01-10 16:31:40,3925.02,Completed,0.61,1.9,138,460
1664,Delivery,Zepto,19.468945406757936,72.89080296549703,2025-01-20 21:03:48,2025-01-21 01:03:48,4252.73,In-progress,0.57,13.0,156,987
1665,Freelance,Fiverr,19.300613203213675,72.84546290429847,2025-01-06 18:13:30,2025-01-06 20:13:30,847.98,Cancelled,0.91,5.2,96,765
1666,Delivery,Zomato,19.234582948160202,72.8640191339447,2025-01-14 21:21:02,2025-01-15 00:21:02,3993.32,Cancelled,0.76,6.3,15,136
1667,Freelance,Fiverr,18.722294877011148,72.9429267471194,2025-01-05 23:07:59,2025-01-06 03:07:59,2120.73,Completed,0.53,3.0,100,669
1668,Driver,InDrive,18.736512531998276,72.8117653124076,2025-01-14 14:55:46,2025-01-14 16:55:46,749.23,In-progress,0.9,5.1,123,186
1669,Delivery,Zomato,19.386195475744913,72.8569178903174,2025-01-03 20:34:04,2025-01-03 21:34:04,3482.69,Completed,0.53,13.6,17,958
1670,Delivery,Zepto,18.670800607001386,72.77983529196301,2025-01-19 10:34:20,2025-01-19 13:34:20,3059.78,Completed,0.7,14.7,39,611
1671,Driver,Ola,18.88252121183948,72.91948276757384,2025-01-08 09:32:00,2025-01-08 14:32:00,1783.16,In-progress,0.57,1.8,166,369
1672,Delivery,MagicPin,18.848675934494622,72.72340945870015,2025-01-01 17:35:42,2025-01-01 18:35:42,225.82,Completed,0.8,10.7,15,932
1673,Delivery,Blinkit,18.569063596331468,72.99235976824984,2025-01-16 23:34:06,2025-01-17 02:34:06,4453.77,Cancelled,0.97,1.2,57,621
1674,Delivery,Zomato,19.031582490228914,72.8649841185553,2025-01-07 21:54:08,2025-01-07 22:54:08,2368.86,In-progress,0.87,14.1,106,513
1675,Freelance,Fiverr,18.88351342593512,72.99688272053234,2025-01-07 20:13:07,2025-01-08 00:13:07,1953.69,Cancelled,0.67,8.6,116,699
1676,Freelance,Fiverr,19.083342100042685,72.8952122843307,2025-01-09 10:55:17,2025-01-09 12:55:17,3413.28,In-progress,0.71,13.2,16,424
1677,Delivery,Blinkit,19.23019559568884,72.88386373416105,2025-01-13 21:41:33,2025-01-14 00:41:33,3064.27,Cancelled,0.61,1.1,125,737
1678,Freelance,Fiverr,19.43779521804286,72.73402225831046,2025-01-02 13:07:19,2025-01-02 17:07:19,2665.36,Cancelled,0.87,6.9,27,352
1679,Freelance,Fiverr,19.031017070198835,72.83224138847339,2025-01-03 21:13:08,2025-01-04 02:13:08,4055.22,Cancelled,0.73,5.1,135,302
1680,Delivery,Blinkit,18.54447672297743,72.89228698208102,2025-01-11 22:56:26,2025-01-12 00:56:26,4012.22,Completed,0.9,5.7,134,31
1681,Driver,Uber,18.701834142837736,72.70891845406418,2025-01-19 18:58:09,2025-01-19 19:58:09,1171.47,Completed,0.79,4.5,158,823
1682,Delivery,Zepto,18.815929986808825,72.80852649709631,2025-01-11 08:16:47,2025-01-11 13:16:47,1305.8,Completed,0.5,7.7,102,790
1683,Delivery,Blinkit,18.87293080606054,72.91389855417721,2025-01-16 05:17:50,2025-01-16 08:17:50,3893.3,Completed,0.65,13.6,63,344
1684,Delivery,Zepto,19.42372859527994,72.86123381764634,2025-01-02 13:54:13,2025-01-02 15:54:13,2016.0,Cancelled,0.54,6.1,141,539
1685,Driver,Ola,18.607733366151123,72.88124280090777,2025-01-20 12:21:35,2025-01-20 13:21:35,219.91,Cancelled,0.78,10.9,170,597
1686,Delivery,MagicPin,19.41807088654357,72.94637545228213,2025-01-16 02:48:33,2025-01-16 04:48:33,4871.75,Completed,0.76,6.3,132,25
1687,Freelance,Fiverr,19.189029341202055,72.97353550262781,2025-01-07 09:07:58,2025-01-07 11:07:58,727.77,Cancelled,0.68,1.7,130,314
1688,Delivery,Zomato,19.345139746088236,72.90593390758352,2025-01-17 16:55:07,2025-01-17 20:55:07,1564.34,Completed,0.75,8.8,10,679
1689,Freelance,Fiverr,18.72277238999373,72.9345918276644,2025-01-06 04:19:40,2025-01-06 07:19:40,2632.44,In-progress,0.87,6.7,123,540
1690,Delivery,Blinkit,19.16871995386649,72.94620025598745,2025-01-05 19:01:05,2025-01-05 23:01:05,2874.45,Cancelled,0.8,14.0,137,748
1691,Driver,Uber,18.56074991382508,72.7932136170255,2025-01-11 09:37:29,2025-01-11 12:37:29,494.89,In-progress,0.57,7.9,28,525
1692,Driver,Uber,19.18823436375476,72.81063370671657,2025-01-07 09:41:20,2025-01-07 14:41:20,3672.93,Completed,0.94,9.3,86,262
1693,Freelance,Fiverr,18.531694278132896,72.70215271168027,2025-01-18 21:05:22,2025-01-19 02:05:22,629.16,Cancelled,0.82,7.5,35,854
1694,Freelance,Fiverr,19.2992367982975,72.99595417984852,2025-01-08 04:27:21,2025-01-08 09:27:21,2859.95,Completed,0.51,12.7,119,947
1695,Freelance,Fiverr,18.860855617356126,72.83480402139338,2025-01-02 14:35:45,2025-01-02 19:35:45,2504.69,In-progress,0.86,3.1,121,891
1696,Freelance,Fiverr,19.06158936997264,72.9754285067113,2025-01-07 00:56:52,2025-01-07 05:56:52,2405.74,Cancelled,0.92,5.8,170,211
1697,Freelance,Fiverr,18.588266937635012,72.74865821130183,2025-01-04 22:34:35,2025-01-05 00:34:35,4575.8,In-progress,0.82,6.1,105,126
1698,Driver,Uber,19.10849988436488,72.72409630001515,2025-01-20 05:44:38,2025-01-20 09:44:38,3839.89,Completed,0.8,1.7,28,564
1699,Driver,InDrive,18.545595092737262,72.77266002391588,2025-01-16 04:14:08,2025-01-16 07:14:08,2829.94,In-progress,0.82,8.4,132,443
1700,Delivery,MagicPin,18.59305854473318,72.78552043314274,2025-01-18 23:49:34,2025-01-19 01:49:34,1948.88,Completed,0.71,8.6,96,811
1701,Driver,Ola,18.611422367744456,72.91543190414757,2025-01-12 23:35:06,2025-01-13 03:35:06,3681.22,Cancelled,0.96,14.8,59,557
1702,Delivery,MagicPin,18.967773609947034,72.84561619959788,2025-01-03 16:55:12,2025-01-03 17:55:12,4154.7,In-progress,0.88,11.2,52,640
1703,Driver,Uber,19.15659812948136,72.9534356475713,2025-01-18 03:59:19,2025-01-18 07:59:19,3609.25,In-progress,0.6,1.2,142,58
1704,Driver,InDrive,19.229563612403453,72.90862777343588,2025-01-12 15:28:54,2025-01-12 16:28:54,4823.6,Cancelled,0.54,5.5,50,299
1705,Freelance,Fiverr,19.011262557515284,72.81095338340391,2025-01-07 15:22:46,2025-01-07 18:22:46,2173.15,Cancelled,0.85,10.8,13,865
1706,Driver,InDrive,19.03950202800936,72.99108585106788,2025-01-13 05:36:42,2025-01-13 07:36:42,3024.1,In-progress,0.5,8.5,66,578
1707,Driver,Ola,19.296045609199822,72.91689778733421,2025-01-19 18:48:17,2025-01-19 23:48:17,2015.66,Cancelled,0.89,13.9,105,935
1708,Freelance,Fiverr,18.932406758052284,72.93682079305489,2025-01-14 00:53:55,2025-01-14 02:53:55,3153.55,Cancelled,0.57,10.4,136,103
1709,Freelance,Fiverr,19.489259563545765,72.74438517403777,2025-01-20 01:24:12,2025-01-20 04:24:12,3014.79,Cancelled,0.93,14.3,43,491
1710,Freelance,Fiverr,18.748595464638104,72.94745051709371,2025-01-11 01:27:40,2025-01-11 04:27:40,3829.55,Completed,0.59,8.5,99,749
1711,Freelance,Fiverr,18.688113713900297,72.86719461461374,2025-01-05 21:15:12,2025-01-06 02:15:12,4235.26,Cancelled,0.71,3.6,49,688
1712,Freelance,Fiverr,18.932863440093023,72.85440812977875,2025-01-07 16:30:45,2025-01-07 19:30:45,236.46,Completed,0.62,12.3,137,402
1713,Delivery,Blinkit,18.755962526773015,72.94094556846179,2025-01-07 11:11:24,2025-01-07 12:11:24,2835.65,Cancelled,0.73,7.0,60,693
1714,Delivery,Zomato,18.5399211168234,72.98917836498721,2025-01-05 04:14:38,2025-01-05 05:14:38,2866.96,In-progress,0.77,3.3,166,353
1715,Driver,Uber,19.17850545387604,72.74795420543037,2025-01-01 17:40:13,2025-01-01 19:40:13,2933.57,Cancelled,0.82,2.4,16,618
1716,Freelance,Fiverr,18.812001880983246,72.800712269778,2025-01-14 14:03:51,2025-01-14 15:03:51,1497.22,Cancelled,0.65,9.1,39,953
1717,Driver,Uber,18.858158683928053,72.76596065938386,2025-01-17 17:00:39,2025-01-17 21:00:39,641.53,In-progress,0.75,12.4,158,794
1718,Delivery,Zomato,18.771044341556774,72.93663990172466,2025-01-10 10:18:27,2025-01-10 11:18:27,3192.01,Completed,0.98,14.6,59,213
1719,Delivery,Blinkit,19.075650061256095,72.81176074644345,2025-01-03 13:04:28,2025-01-03 17:04:28,454.7,Completed,0.77,9.4,122,756
1720,Freelance,Fiverr,18.990429626299402,72.84853011986576,2025-01-17 05:58:57,2025-01-17 07:58:57,590.0,Completed,0.83,6.5,177,724
1721,Freelance,Fiverr,18.674234257192758,72.72564222235616,2025-01-01 08:54:19,2025-01-01 10:54:19,2040.36,In-progress,0.58,6.5,78,615
1722,Freelance,Fiverr,18.779681162671324,72.73288531322939,2025-01-04 05:37:14,2025-01-04 09:37:14,1710.72,Cancelled,0.99,13.8,58,806
1723,Freelance,Fiverr,19.375124269996626,72.94942476846934,2025-01-10 04:26:21,2025-01-10 07:26:21,155.99,Cancelled,0.92,1.5,19,413
1724,Freelance,Fiverr,19.160253546450264,72.76476955195488,2025-01-19 19:31:56,2025-01-19 23:31:56,1902.45,Cancelled,0.64,14.0,68,595
1725,Delivery,Zomato,19.328781969103797,72.872536791229,2025-01-06 13:44:02,2025-01-06 18:44:02,4248.05,Completed,0.66,11.6,159,504
1726,Delivery,MagicPin,19.29583939744524,72.75976016917836,2025-01-04 19:21:17,2025-01-04 23:21:17,3627.33,Completed,0.83,13.1,150,638
1727,Delivery,Zepto,18.66006913860301,72.88136611503246,2025-01-11 10:45:52,2025-01-11 14:45:52,2728.0,In-progress,0.74,3.4,77,139
1728,Freelance,Fiverr,19.40353665220564,72.80681764371559,2025-01-07 23:16:50,2025-01-08 04:16:50,2042.71,Cancelled,0.95,7.8,24,927
1729,Delivery,MagicPin,19.10658727647037,72.75073803693815,2025-01-17 19:42:46,2025-01-18 00:42:46,2436.1,Cancelled,0.56,3.5,127,466
1730,Delivery,Blinkit,19.251854609144523,72.80708435913954,2025-01-03 11:40:33,2025-01-03 16:40:33,3030.34,Cancelled,0.53,3.3,92,903
1731,Driver,InDrive,19.292092491027205,72.78061812581792,2025-01-13 13:49:46,2025-01-13 15:49:46,2192.68,In-progress,0.86,12.5,29,232
1732,Driver,Ola,18.58854290965123,72.97514602494893,2025-01-14 10:59:26,2025-01-14 12:59:26,2306.39,Cancelled,0.73,6.3,63,669
1733,Driver,InDrive,18.52481891705883,72.78733022889799,2025-01-15 07:12:45,2025-01-15 09:12:45,4029.36,In-progress,0.52,1.9,160,911
1734,Freelance,Fiverr,19.44294434562719,72.84108743269829,2025-01-16 13:30:53,2025-01-16 17:30:53,2260.81,Completed,0.79,7.0,32,214
1735,Driver,InDrive,19.16082305794467,72.77428646690166,2025-01-21 09:52:24,2025-01-21 14:52:24,2925.24,Cancelled,0.55,6.4,155,900
1736,Freelance,Fiverr,19.30800958077807,72.92452637562374,2025-01-06 16:24:57,2025-01-06 19:24:57,1622.87,In-progress,0.78,9.0,153,138
1737,Driver,InDrive,19.29761939271769,72.89613123824267,2025-01-06 19:49:29,2025-01-06 21:49:29,3372.31,Completed,0.64,2.6,134,232
1738,Delivery,Swiggy,18.841437566102307,72.85926362542375,2025-01-15 09:55:42,2025-01-15 10:55:42,2934.21,Cancelled,0.92,11.5,62,170
1739,Delivery,Zomato,18.75043494703085,72.85376232660009,2025-01-18 08:06:57,2025-01-18 12:06:57,643.58,Cancelled,0.74,3.7,19,671
1740,Delivery,Zepto,19.346018565389333,72.98323908842926,2025-01-18 06:37:35,2025-01-18 08:37:35,1451.28,Completed,0.83,2.0,113,540
1741,Freelance,Fiverr,18.696943264458593,72.70542226866745,2025-01-14 23:32:19,2025-01-15 02:32:19,3879.19,Cancelled,0.53,11.9,139,379
1742,Delivery,Blinkit,18.643211094977943,72.7657475867982,2025-01-09 09:45:45,2025-01-09 10:45:45,1240.08,Completed,0.92,9.1,19,988
1743,Freelance,Fiverr,18.51903286158259,72.91464027856016,2025-01-13 17:29:58,2025-01-13 19:29:58,3358.65,Completed,0.83,6.3,166,750
1744,Delivery,Zepto,19.052340938736254,72.9152483709008,2025-01-11 04:12:05,2025-01-11 08:12:05,4880.95,Cancelled,0.61,9.2,68,23
1745,Delivery,Zepto,18.60865366348328,72.81341130451037,2025-01-18 17:19:53,2025-01-18 18:19:53,3855.18,Cancelled,0.95,1.3,14,648
1746,Driver,InDrive,18.865550126905923,72.83912130196686,2025-01-13 03:45:56,2025-01-13 05:45:56,2246.62,In-progress,0.54,13.4,136,873
1747,Driver,InDrive,18.62056360687085,72.7538501257216,2025-01-20 23:05:54,2025-01-21 00:05:54,232.26,In-progress,0.9,13.4,129,103
1748,Freelance,Fiverr,19.143798743040975,72.74358635549208,2025-01-18 14:46:35,2025-01-18 19:46:35,2968.06,Cancelled,0.9,4.6,38,613
1749,Delivery,Blinkit,18.93346585875923,72.77580525876392,2025-01-03 14:38:32,2025-01-03 15:38:32,3349.69,Completed,0.76,9.0,125,322
1750,Delivery,Zomato,18.8150982655136,72.86407335678945,2025-01-18 05:51:59,2025-01-18 10:51:59,4258.07,Completed,0.89,3.7,111,847
1751,Driver,Ola,18.65804394942694,72.86575910500657,2025-01-07 16:42:17,2025-01-07 18:42:17,3131.87,Completed,0.83,12.0,60,611
1752,Freelance,Fiverr,18.56903639109193,72.94951788338975,2025-01-07 01:43:10,2025-01-07 05:43:10,540.58,In-progress,0.9,8.3,14,988
1753,Delivery,Blinkit,19.236873344934853,72.91570236893006,2025-01-06 08:46:46,2025-01-06 09:46:46,436.6,Completed,0.82,6.3,83,542
1754,Freelance,Fiverr,18.846338705331412,72.71793613654475,2025-01-06 00:57:37,2025-01-06 04:57:37,3804.3,Completed,0.69,3.5,25,614
1755,Driver,InDrive,18.93819091744211,72.8867285839854,2025-01-12 11:00:53,2025-01-12 15:00:53,846.72,Cancelled,0.65,1.8,12,464
1756,Driver,Uber,19.452178121967407,72.72233398993693,2025-01-09 16:16:26,2025-01-09 18:16:26,4743.37,Cancelled,0.87,2.7,167,108
1757,Driver,Uber,18.896005694801023,72.80239618594038,2025-01-15 00:32:05,2025-01-15 05:32:05,2116.02,Cancelled,0.6,11.3,58,40
1758,Delivery,MagicPin,18.771736198151814,72.95793010868096,2025-01-13 09:05:59,2025-01-13 14:05:59,3425.9,In-progress,0.94,8.4,162,924
1759,Delivery,MagicPin,19.465466404929447,72.80942762780018,2025-01-02 12:01:48,2025-01-02 15:01:48,4037.33,Cancelled,0.94,12.2,129,110
1760,Delivery,Zepto,19.487657898644507,72.9657341774079,2025-01-13 20:58:05,2025-01-13 22:58:05,2777.01,Cancelled,0.78,10.9,12,887
1761,Freelance,Fiverr,18.887251250435067,72.74049802370764,2025-01-18 07:33:27,2025-01-18 10:33:27,1668.41,Cancelled,0.73,1.0,29,609
1762,Driver,InDrive,19.289568683273618,72.84630804737884,2025-01-17 16:58:00,2025-01-17 18:58:00,4810.86,Cancelled,0.69,13.1,30,790
1763,Delivery,Blinkit,19.027618342115378,72.82762936299338,2025-01-19 10:18:03,2025-01-19 13:18:03,2179.49,Cancelled,0.81,8.6,123,645
1764,Freelance,Fiverr,18.51688278746395,72.99590527734496,2025-01-07 14:29:01,2025-01-07 16:29:01,4971.65,Completed,0.75,10.7,39,360
1765,Driver,InDrive,19.288124053598835,72.85820475641651,2025-01-05 17:55:46,2025-01-05 18:55:46,942.71,Cancelled,0.57,11.1,115,807
1766,Delivery,MagicPin,18.72892016856062,72.90972049450669,2025-01-17 09:22:03,2025-01-17 13:22:03,2685.04,In-progress,0.56,1.8,151,232
1767,Driver,Uber,19.44723893002936,72.95688763815777,2025-01-18 15:11:24,2025-01-18 20:11:24,4521.56,Cancelled,0.53,11.4,51,30
1768,Delivery,Swiggy,19.16079199696074,72.88705931297879,2025-01-10 19:07:13,2025-01-10 21:07:13,657.49,Completed,0.52,1.3,104,805
1769,Freelance,Fiverr,18.59039845998945,72.82585165687583,2025-01-12 09:51:08,2025-01-12 13:51:08,3269.85,Completed,0.74,13.9,104,318
1770,Freelance,Fiverr,19.366104002124857,72.792136471073,2025-01-14 09:13:35,2025-01-14 10:13:35,2824.04,In-progress,0.96,5.0,135,566
1771,Driver,Uber,18.57601220291085,72.93238919980452,2025-01-09 11:44:07,2025-01-09 13:44:07,2739.41,Completed,0.55,2.6,20,810
1772,Delivery,Blinkit,18.560857394581575,72.9067134546991,2025-01-18 00:15:34,2025-01-18 02:15:34,1986.4,Cancelled,0.94,10.9,93,623
1773,Delivery,Zomato,19.309606486424077,72.72771400854555,2025-01-20 15:18:31,2025-01-20 16:18:31,290.4,Cancelled,0.79,13.4,149,54
1774,Delivery,Swiggy,18.6512191264431,72.83654582724328,2025-01-06 17:07:09,2025-01-06 20:07:09,771.88,Cancelled,0.71,8.7,32,448
1775,Driver,InDrive,18.636243709577027,72.87069459259239,2025-01-07 08:57:38,2025-01-07 09:57:38,504.64,Cancelled,0.58,9.9,48,814
1776,Freelance,Fiverr,19.337775686589158,72.83273240863488,2025-01-17 08:13:26,2025-01-17 12:13:26,2282.93,Cancelled,0.94,8.7,64,398
1777,Delivery,Zomato,18.700798445158647,72.98015331876496,2025-01-01 11:42:46,2025-01-01 15:42:46,4298.59,Cancelled,0.52,14.0,169,559
1778,Delivery,Zomato,18.54644842397662,72.94761088042452,2025-01-17 17:05:34,2025-01-17 18:05:34,4538.34,Completed,0.92,4.7,95,966
1779,Delivery,Swiggy,18.512632772469555,72.9448934935829,2025-01-14 14:24:31,2025-01-14 17:24:31,2176.12,Cancelled,0.77,14.4,62,296
1780,Freelance,Fiverr,18.74409543361336,72.96006883597421,2025-01-09 15:48:02,2025-01-09 20:48:02,4463.52,Completed,0.88,8.7,60,955
1781,Freelance,Fiverr,19.30903768974026,72.72977836140882,2025-01-20 09:57:35,2025-01-20 11:57:35,1691.84,Completed,0.87,8.4,131,980
1782,Driver,Uber,19.382076342865428,72.94402894784209,2025-01-08 15:22:06,2025-01-08 19:22:06,686.44,Cancelled,0.82,9.7,96,800
1783,Delivery,Blinkit,18.91837373578205,72.9524084331788,2025-01-18 16:42:30,2025-01-18 19:42:30,850.57,Cancelled,0.55,8.1,104,397
1784,Freelance,Fiverr,19.467115487294144,72.9980536891653,2025-01-10 10:22:06,2025-01-10 12:22:06,1509.93,Completed,0.86,3.8,166,731
1785,Driver,Ola,18.967824447189436,72.94588300340067,2025-01-02 19:44:10,2025-01-02 20:44:10,1880.0,In-progress,0.7,8.5,78,558
1786,Freelance,Fiverr,18.982428517320642,72.8535274745483,2025-01-04 15:06:19,2025-01-04 19:06:19,2391.93,In-progress,0.71,14.6,173,356
1787,Driver,Ola,18.788535468500804,72.89045538078945,2025-01-19 16:58:52,2025-01-19 20:58:52,364.68,In-progress,0.67,10.9,41,353
1788,Freelance,Fiverr,18.90343420696225,72.94524413970254,2025-01-12 15:18:00,2025-01-12 20:18:00,3222.31,In-progress,0.79,7.0,29,151
1789,Driver,Ola,18.51414013145211,72.88068665981652,2025-01-19 15:43:06,2025-01-19 17:43:06,1750.66,Cancelled,0.86,5.8,170,322
1790,Driver,InDrive,19.2306718744693,72.72387056664589,2025-01-03 01:44:40,2025-01-03 04:44:40,3296.37,Cancelled,0.63,1.4,23,456
1791,Freelance,Fiverr,18.510151382031417,72.79671950522105,2025-01-09 04:32:02,2025-01-09 09:32:02,2522.26,Cancelled,0.7,4.3,106,844
1792,Driver,Ola,19.41043000453741,72.76837261753994,2025-01-13 11:27:47,2025-01-13 14:27:47,1548.6,Cancelled,0.82,12.3,62,525
